dataset_id,subject_id,session_id,circuit_id,t_sec,dt_sec,spike_count,x_mtor_proxy,u_observer,condition,split
allen_vcnp_real,Sst-IRES-Cre;Ai32-386129,715093703,950910352,0.0,0.05,0,,1.0,allen_minimal,train
allen_vcnp_real,Sst-IRES-Cre;Ai32-386129,715093703,950910352,0.05,0.05,0,,1.0,allen_minimal,train
allen_vcnp_real,Sst-IRES-Cre;Ai32-386129,715093703,950910352,0.1,0.05,0,,1.0,allen_minimal,train
allen_vcnp_real,Sst-IRES-Cre;Ai32-386129,715093703,950910352,0.15,0.05,0,,1.0,allen_minimal,train
allen_vcnp_real,Sst-IRES-Cre;Ai32-386129,715093703,950910352,0.2,0.05,0,,1.0,allen_minimal,train
allen_vcnp_real,Sst-IRES-Cre;Ai32-386129,715093703,950910352,0.25,0.05,0,,1.0,allen_minimal,train
allen_vcnp_real,Sst-IRES-Cre;Ai32-386129,715093703,950910352,0.3,0.05,0,,1.0,allen_minimal,train
allen_vcnp_real,Sst-IRES-Cre;Ai32-386129,715093703,950910352,0.35,0.05,0,,1.0,allen_minimal,train
allen_vcnp_real,Sst-IRES-Cre;Ai32-386129,715093703,950910352,0.4,0.05,0,,1.0,allen_minimal,train
allen_vcnp_real,Sst-IRES-Cre;Ai32-386129,715093703,950910352,0.45,0.05,0,,1.0,allen_minimal,train
allen_vcnp_real,Sst-IRES-Cre;Ai32-386129,715093703,950910352,0.5,0.05,0,,1.0,allen_minimal,train
allen_vcnp_real,Sst-IRES-Cre;Ai32-386129,715093703,950910352,0.55,0.05,0,,1.0,allen_minimal,train
allen_vcnp_real,Sst-IRES-Cre;Ai32-386129,715093703,950910352,0.6,0.05,0,,1.0,allen_minimal,train
allen_vcnp_real,Sst-IRES-Cre;Ai32-386129,715093703,950910352,0.65,0.05,0,,1.0,allen_minimal,train
allen_vcnp_real,Sst-IRES-Cre;Ai32-386129,715093703,950910352,0.7,0.05,0,,1.0,allen_minimal,train
allen_vcnp_real,Sst-IRES-Cre;Ai32-386129,715093703,950910352,0.75,0.05,0,,1.0,allen_minimal,train
